id,column,annotation,noise_type
7367791048719961345.mp4_scene_2,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Close-Up (MCU). The subject, a woman holding a picture, fills most of the frame from her head to just below her shoulders.",Invalid label
7367791048719961345.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (the woman in the foreground) is framed from the waist up, and the background is less prominent than in a wide shot.",Invalid label
7367791048719961345.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7367791048719961345.mp4_scene_4,shot_scale_vlm_1c_07,Medium shot.,Invalid label
7367791048719961345.mp4_scene_4,shot_scale_vlm_1c_08,Medium shot.,Invalid label
7367791048719961345.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person) takes up most of the frame from head to shoulders, with minimal background visible.",Invalid label
7367791048719961345.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject, a woman, is framed from the waist up and takes up most of the frame.",Invalid label
7367791048719961345.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in a denim jacket and pink dress, occupies most of the frame from head to shoulders.",Invalid label
7367791048719961345.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7367398847783423248.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7367295492042001681.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7367295492042001681.mp4_scene_2,shot_scale_vlm_1b_10_filler,"The image is a Medium Shot (MS). The subject is framed from the waist up, showing them in full view while the background is less prominent.",Invalid label
7367295492042001681.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (the person in the foreground) is framed from the waist up, and the background is visible but not as prominent as in a wide shot.",Invalid label
7367295492042001681.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with minimal background details.",Invalid label
7367295492042001681.mp4_scene_4,shot_scale_vlm_1c_06,Medium shot.,Invalid label
7367295492042001681.mp4_scene_4,shot_scale_vlm_1c_08,Medium shot.,Invalid label
7367295492042001681.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (a person in military uniform) is framed from the waist up, with the background less prominent than in a wide shot.",Invalid label
7366991467241393425.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"".",Invalid label
7366991467241393425.mp4_scene_2,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7366991467241393425.mp4_scene_2,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which includes multiple individuals, is framed from the waist up and takes up most of the frame.",Invalid label
7366991467241393425.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background is less prominent than in a wide shot but more so than in a close-up or medium close-up.",Invalid label
7365788863941397776.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (a person in military uniform) is framed from the waist up, with the background visible but not dominating the frame.",Invalid label
7365788863941397776.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person holding a firearm) is framed from the waist up, with the background visible but not dominating the frame.",Invalid label
7365788863941397776.mp4_scene_3,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Close up. The subject (a person in military uniform) takes up most of the frame from head to shoulders, and the background is less prominent than the subject.",Invalid label
7365788863941397776.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Close Up. The subject (a person in military uniform) takes up most of the frame from head to shoulders, and the background is blurred and not the focus of the shot.",Invalid label
7365788863941397776.mp4_scene_5,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background includes part of a building but is not the main focus.",Invalid label
7365788863941397776.mp4_scene_6,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background is visible but not as prominent as the subject.",Invalid label
7365788863941397776.mp4_scene_7,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close Up.,Invalid label
7365788863941397776.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Close Up. The subject (a person in military uniform) takes up most of the frame from head to shoulders, and the background is blurred and not the focus of the shot.",Invalid label
7365788863941397776.mp4_scene_9,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7365788863941397776.mp4_scene_10,shot_scale_vlm_1b_09_tuple,"('Medium Close-Up', 'The subjects are framed from the head up to the shoulders and take up most of the frame, with the background showing some greenery but not dominating the scene.')",Invalid label
7365788863941397776.mp4_scene_10,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Medium shot.,Invalid label
7365788863941397776.mp4_scene_11,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with the background visible but not dominating.",Invalid label
7365788863941397776.mp4_scene_13,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7365788863941397776.mp4_scene_14,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium close up"". The subject (a person in military uniform) takes up most of the frame from head to shoulders, with the background being less prominent.",Invalid label
7365788863941397776.mp4_scene_15,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"".",Invalid label
7365788863941397776.mp4_scene_16,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (a person in military uniform) is framed from the waist up, with the background visible but not dominating the frame.",Invalid label
7365788863941397776.mp4_scene_18,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject (a person in military attire) is framed from the waist up, with the background visible but not dominating the frame.",Invalid label
7365788863941397776.mp4_scene_19,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Medium shot"". The subject, a person in military uniform, is framed from the waist up and takes up most of the frame. The background includes part of a building but is not the main focus.",Invalid label
7365788863941397776.mp4_scene_20,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Close Up. The subject (a person in military uniform) takes up most of the frame from head to shoulders, with the background being less prominent.",Invalid label
7365788863941397776.mp4_scene_21,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, a person in military attire holding a firearm, occupies most of the frame from head to shoulders.",Invalid label
7367077964921572625.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7367077964921572625.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium close up"".",Invalid label
7367077964921572625.mp4_scene_3,shot_scale_vlm_1c_09_tuple,"(Uncertain, 'Motivation') - The image appears to be completely black with no discernible subject or focus, making it difficult to classify as any specific shot scale.",Tuple format error
7365531535774207248.mp4_scene_1,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a ""Close up"". The subject, an elderly man, fills most of the frame from head to shoulders.",Invalid label
7365531535774207248.mp4_scene_2,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Close-Up (MCU). The subject, which are soldiers, are framed from the head up to their shoulders and take up most of the frame.",Invalid label
7365531535774207248.mp4_scene_2,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (soldiers) is framed from the waist up, and they take up most of the frame.",Invalid label
7365531535774207248.mp4_scene_3,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7365531535774207248.mp4_scene_4,shot_scale_vlm_1b_06,WS (Wide Shot),Invalid label
7365531535774207248.mp4_scene_4,shot_scale_vlm_1b_07,WS (Wide Shot),Invalid label
7365531535774207248.mp4_scene_4,shot_scale_vlm_1b_08,WS (Wide Shot),Invalid label
7365531535774207248.mp4_scene_4,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Shot (MS). The subject, which includes the soldiers and the vehicles, is framed from the waist up.",Invalid label
7365531535774207248.mp4_scene_4,shot_scale_vlm_1c_09_tuple,"('Medium full shot', 'The subject is framed from the knees up and takes up most of the frame, with the background showing a street scene and vehicles.)",Tuple format error
7365531535774207248.mp4_scene_4,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is a Medium shot. The subject (the soldiers and the vehicle) is framed from the waist up, with the background showing some details of the environment but not dominating the scene.",Invalid label
7365531535774207248.mp4_scene_5,shot_scale_vlm_1c_10_filler,The shot scale of this still image is a Close up.,Invalid label
7365531535774207248.mp4_scene_6,shot_scale_vlm_1c_09_tuple,"('Medium close up', 'The flag occupies most of the frame and is the main focus, with text overlaid at the bottom.)",Tuple format error
7365531535774207248.mp4_scene_7,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Close up"".",Invalid label
7365531535774207248.mp4_scene_8,shot_scale_vlm_1b_10_filler,"The shot scale in this image is a Medium Close-Up (MCU). The subject, which includes two soldiers walking with guns, occupies most of the frame from head to shoulders.",Invalid label
7365531535774207248.mp4_scene_8,shot_scale_vlm_1c_10_filler,"The shot scale of this still image is ""Medium shot"". The subject (soldiers) is framed from the waist up, and they take up most of the frame.",Invalid label
